,strategy,popsize,ep_eta,ip_eta,ep_delta,ip_delta,sp_ge,sp_gi,desired_frequency,fitness,iterations,execution_time
0,best1bin,20,7.387414595210662,6.2428256718677275,0.2113236331736138,0.5736665499338012,13.09204433216328,20.99443448367848,6,1.0,10,118.12484216690063
1,best1bin,20,8.755778611176956,2.7862667627858286,0.0944179498252818,0.918394951294286,8.280987977290113,27.70935618922763,6,0.0,10,119.98760318756104
2,best1bin,20,15.645618901254638,53.05717227244571,0.8838961872856176,0.3192324413516934,2.3841910315228816,1.300189015679095,6,0.0,10,122.07075905799866
3,best1bin,20,11.069126316784631,12.884107133836885,0.2302137013411755,0.5525723438954849,3.6806329074812103,1.589076717106348,6,0.0,10,122.68055510520936
4,best1bin,20,11.178920116762082,16.838182807622687,0.5959802611744386,0.7355935192792891,4.9143909021057794,1.0264844352713671,6,0.0,10,122.07080388069151
5,best1bin,20,14.923834310480853,27.89296878529529,0.1146382271909222,0.6468608715300359,4.416061387363034,1.2153248911064305,6,0.0,10,121.56820297241212
6,best1bin,20,13.07882986289401,28.775387980457253,0.7475673258735637,0.3073884266444983,2.3207173269920105,1.5473758087431513,6,0.0,10,120.76372909545898
7,best1bin,20,6.275910240086834,8.48137245949507,0.5769859762072514,0.928596815299887,6.230938045467856,1.514884559197414,6,0.0,10,122.7596390247345
8,best1bin,20,6.733142556331472,19.355109623061388,0.8453588505920328,0.580505762894381,4.774515130907805,1.1265488065707334,6,0.0,10,121.52571988105774
9,best1bin,20,14.45700665573034,20.803339932619274,0.0497515271306644,0.7740762113122299,3.938743863308676,1.420057149025684,6,0.0,10,120.33139300346376
10,best1bin,20,15.74499271056631,21.848124694862516,0.6686244357566921,0.9419672771500824,5.5427275580129045,1.1194419009143657,6,0.0,10,121.17447185516356
11,best1bin,20,14.942194734913304,48.17060246008905,0.6762508313671092,0.2578187571206695,2.9038728084952545,1.212104073118411,6,0.0,10,121.12130522727966
12,best1bin,20,14.689868822160744,16.641268050668515,0.0256656227058685,0.8281586151755173,5.388642018461149,3.458190315629164,6,0.0,10,120.35676789283752
13,best1bin,20,7.1419953796106235,7.541935459020884,0.4392585082946215,0.7956115634509838,2.4756429349673823,1.1826492530994148,6,0.0,10,119.96207284927368
14,best1bin,20,4.79454023213482,8.086588078549383,0.7886590493732164,0.4009078879863028,4.749918921014954,1.7617523560927673,6,0.0,10,122.65863299369812
15,best1bin,20,18.54962566034138,25.48349426662705,0.3517263019874022,0.8789155292280055,5.67070539900355,4.2137058088152095,6,0.0,10,120.24423503875732
16,best1bin,20,7.0275115709340055,30.78370199359348,0.9764580539147124,0.9206266220730804,6.677985362334333,1.8098070587465287,6,0.0,10,120.76802611351012
17,best1bin,20,4.105546839370184,4.750940242934689,0.3351612613566368,0.5762883343571238,18.927479247502877,12.33151156954576,6,0.0,10,121.111163854599
18,best1bin,20,7.961594566487317,7.402464052693233,0.1446804918071623,0.966150931781978,3.653607926089552,5.108475628217052,6,0.0,10,126.49178385734558
19,best1bin,20,14.870369717895404,18.243533519204114,0.1762842660720157,0.641072843603701,2.6280522093362,3.6976158784899873,6,0.0,10,124.34384393692017
20,best1bin,20,11.76132349117006,9.677008256734156,0.616875570975554,0.946916841707123,17.54882103690427,7.636924992444107,10,0.0,10,123.1946759223938
